Country,Reference area,Frequency of observation,Measure,AGE,Age,SEX,Sex,Unit of measure,Measurement method,Year,Time period,Daily_Smokers_Percentage,Observation value,Observation status,Unit multiplier,Decimals,Cluster
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,29.3,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,24.7,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,26.3,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,27.2,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,26.4,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,21.8,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,23.8,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,22.6,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,24.5,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,21.1,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,21.2,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,22.0,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,20.6,,Normal value,Units,,0
CZE,Czechia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,20.1,,Normal value,Units,,0
DNK,Denmark,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,18.6,,Normal value,Units,,2
DNK,Denmark,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,18.5,,Normal value,Units,,2
DNK,Denmark,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,15.2,,Normal value,Units,,2
DNK,Denmark,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,12.9,,Normal value,Units,,2
DNK,Denmark,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2024,,12.0,,Normal value,Units,,2
EST,Estonia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,36.8,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,36.2,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,31.4,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,29.9,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,23.4,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,25.7,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,21.0,,Normal value,Units,,0
EST,Estonia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2024,,18.1,,Normal value,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,23.2,,Normal value,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,21.9,,Normal value,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,20.9,,Normal value,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,19.1,,Normal value,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,17.2,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,33.1,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,32.9,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,33.1,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,33.0,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,29.8,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,28.2,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,27.5,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,29.1,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,27.8,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,27.4,,Normal value,Units,,0
FRA,France,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,25.4,,Normal value,Units,,0
DEU,Germany,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,25.1,,Normal value,Units,,1
DEU,Germany,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,22.3,,Normal value,Units,,1
DEU,Germany,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,17.5,,Normal value,Units,,1
GRC,Greece,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,33.8,,Normal value,Units,,1
GRC,Greece,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,31.3,,Normal value,Units,,1
HUN,Hungary,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,31.6,,Normal value,Units,,1
HUN,Hungary,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,27.7,,Normal value,Units,,1
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,14.5,,Normal value,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,14.4,,Normal value,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,14.9,,Normal value,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,10.7,,Normal value,Units,,0
IRL,Ireland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,21.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,20.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,19.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,16.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,17.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,17.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,16.0,,Normal value,Units,,2
IRL,Ireland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2024,,15.0,,Normal value,Units,,2
ISR,Israel,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,24.8,,Normal value,Units,,2
ISR,Israel,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,21.9,,Normal value,Units,,2
ISR,Israel,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,23.2,,Normal value,Units,,2
ISR,Israel,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,21.3,,Normal value,Units,,2
ISR,Israel,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,21.7,,Normal value,Units,,2
ISR,Israel,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,23.4,,Normal value,Units,,2
ISR,Israel,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2024,,21.3,,Normal value,Units,,2
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,29.6,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,28.7,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,28.1,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,26.7,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,24.8,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,24.9,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,25.1,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,25.1,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,23.5,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,22.7,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,22.5,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,23.1,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,24.1,,Normal value,Units,,0
ITA,Italy,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,23.4,,Normal value,Units,,0
JPN,Japan,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,32.2,,Normal value,Units,,2
JPN,Japan,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,32.4,,Normal value,Units,,2
JPN,Japan,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,34.1,,Normal value,Units,,2
JPN,Japan,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,32.2,,Normal value,Units,,2
JPN,Japan,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,32.2,,Normal value,Units,,2
JPN,Japan,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,30.1,,Normal value,Units,,2
JPN,Japan,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,30.2,,Normal value,Units,,2
JPN,Japan,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,29.4,,Normal value,Units,,2
JPN,Japan,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,29.0,,Normal value,Units,,2
JPN,Japan,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,27.1,,Normal value,Units,,2
JPN,Japan,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,24.8,,Normal value,Units,,2
JPN,Japan,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,25.6,,Normal value,Units,,2
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,40.8,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,41.6,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,37.6,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,36.2,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,36.6,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,31.4,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,32.9,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,31.6,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,30.5,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,28.5,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,27.8,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,26.3,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,25.8,,Normal value,Units,,0
KOR,Korea,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,26.8,,Normal value,Units,,0
LVA,Latvia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,37.0,,Normal value,Units,,0
LVA,Latvia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,35.2,,Normal value,Units,,0
LTU,Lithuania,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,33.9,,Normal value,Units,,0
LTU,Lithuania,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,29.9,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,20.9,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,18.4,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,18.4,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,17.6,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,17.0,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,16.0,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,17.3,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,18.1,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,15.7,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,17.6,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,17.7,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,21.0,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,21.2,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,19.2,,Normal value,Units,,0
LUX,Luxembourg,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2024,,16.4,,Normal value,Units,,0
MEX,Mexico,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,11.9,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,23.5,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,20.6,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,20.9,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,21.2,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,20.9,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,19.5,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,17.8,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,17.7,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,15.7,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,17.6,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,15.0,,Normal value,Units,,0
NLD,Netherlands,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,15.5,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,16.9,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,16.4,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,17.5,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,16.3,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,15.9,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,15.4,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,14.5,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,14.4,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,12.5,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,9.5,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,9.3,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,7.2,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2024,,8.1,,Normal value,Units,,0
POL,Poland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,28.8,,Normal value,Units,,0
POL,Poland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,20.8,,Normal value,Units,,0
PRT,Portugal,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,23.5,,Normal value,Units,,0
PRT,Portugal,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,20.2,,Normal value,Units,,0
SVK,Slovak Republic,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,30.4,,Normal value,Units,,0
SVK,Slovak Republic,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,26.9,,Normal value,Units,,0
SVN,Slovenia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,21.8,,Normal value,Units,,0
SVN,Slovenia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,19.3,,Normal value,Units,,0
ESP,Spain,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,27.9,,Normal value,Units,,1
ESP,Spain,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,27.6,,Normal value,Units,,1
ESP,Spain,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,25.6,,Normal value,Units,,1
ESP,Spain,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,23.3,,Normal value,Units,,1
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,14.7,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2011,,13.9,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,12.4,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2013,,9.8,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2014,,11.7,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,11.7,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2016,,10.6,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,10.5,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,11.0,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,10.1,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,10.2,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2021,,10.2,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2023,,9.2,,Normal value,Units,,0
CHE,Switzerland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2012,,23.1,,Normal value,Units,,1
CHE,Switzerland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2017,,21.5,,Normal value,Units,,1
CHE,Switzerland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2022,,18.3,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,39.0,,Normal value,Units,,1
